,Date,approve_mean,disapprove_mean,Issue,approve_std,disapprove_std,approve_CI_upper,approve_CI_lower,disapprove_CI_upper,disapprove_CI_lower
44,2025-03-13,45.57364545911042,38.444962156409076,crime,1.641959887697825,1.5702297007808863,48.79188683899816,42.35540407922269,41.522612369939615,35.36731194287854
45,2025-03-14,45.57025458607082,38.44919298690705,crime,1.6398623785719963,1.5649529254557413,48.78438484807193,42.356124324069704,41.5165007208003,35.3818852530138
46,2025-03-15,45.56872967546978,38.450847619174525,crime,1.6385293345336407,1.5620344879299983,48.78024717115572,42.35721217978384,41.51243521551732,35.38926002283173
47,2025-03-16,45.567027024023496,38.452749056126734,crime,1.6368978336552271,1.5587336572374575,48.77534677798774,42.35870727005925,41.50786702431215,35.39763108794132
48,2025-03-17,45.56512865061521,38.45492361866042,crime,1.6349329085708704,1.5550081578398938,48.76959715141411,42.360660149816304,41.502739608026616,35.40710762929423
49,2025-03-18,46.48083705965999,38.55750349253771,crime,1.8379846181046497,1.2659742688805524,50.0832869111451,42.87838720817488,41.03881305954359,36.07619392553183
50,2025-03-19,46.48048331026298,38.55948395350015,crime,1.8371038682859189,1.2616015724946132,50.08120689210338,42.879759728422584,41.03222303558959,36.08674487141071
51,2025-03-20,46.480286970993426,38.561741552692794,crime,1.836031041469527,1.2566241515306769,50.0789078122737,42.88166612971315,41.02472488969292,36.09875821569267
52,2025-03-21,46.48026923039469,38.564305766168175,crime,1.8347439911775558,1.2509711988095193,50.0763674531027,42.88417100768668,41.016209315834836,36.112402216501515
53,2025-03-22,46.48201752544157,38.563835577805904,crime,1.833161551106212,1.2491722274762533,50.075014165609744,42.889020885273396,41.01221314365936,36.11545801195245
54,2025-03-23,46.48419660215061,38.563297515312144,crime,1.8313056590548555,1.2471808337907,50.07355569389813,42.89483751040309,41.00777194954192,36.11882308108237
55,2025-03-24,46.486856473608604,38.56268426481359,crime,1.8291438572908902,1.2449769549329601,50.07197843389875,42.90173451331846,41.00283909648219,36.12252943314499
56,2025-03-25,46.75602498993025,38.27779217311617,crime,1.5164025862780357,1.0738432720368496,49.728174059035204,43.7838759208253,40.3825249863084,36.17305935992394
57,2025-03-26,46.758941048994146,38.27679716431017,crime,1.5130883925882639,1.071305704097744,49.724594298467146,43.793287799521146,40.37655634434174,36.17703798427859
58,2025-03-27,46.76239069322705,38.275624593403144,crime,1.5092167749582284,1.0684484130525276,49.72045557214518,43.80432581430892,40.3697834829861,36.18146570382019
59,2025-03-28,46.76643416303401,38.27425448809864,crime,1.5047190037165545,1.0652353203275275,49.71568341031846,43.817184915749564,40.3621157159406,36.186393260256686
60,2025-03-29,46.76978168568839,38.274874509706905,crime,1.499535435096643,1.0637265802485874,49.70887113847781,43.830692232898976,40.359778606994134,36.189970412419676
61,2025-03-30,46.77367784861929,38.275542586058826,crime,1.4935790807007507,1.0620718276253875,49.70109284679276,43.846262850445825,40.35720336820459,36.193881803913065
62,2025-03-31,46.77818411934937,38.27626315108294,crime,1.4867539550268267,1.0602560331546869,49.69222187120195,43.86414636749679,40.35436497606612,36.19816132609975
63,2025-04-01,47.31118345699353,39.16741427135251,crime,1.3766643854003153,1.458158513755059,50.00944565237815,44.61292126160892,42.02540495831243,36.3094235843926
64,2025-04-02,47.316104938368504,39.16984651153489,crime,1.368640668557435,1.4569681305317885,49.99864064874107,44.633569227995935,42.0255040473772,36.31418897569259
65,2025-04-03,47.32178172908596,39.172704924049036,crime,1.3594645735674347,1.4556806735354886,49.98633229327813,44.657231164893794,42.025839044178596,36.319570803919476
66,2025-04-04,47.3282978457945,39.17603795357727,crime,1.3489838699027212,1.4542848143491087,49.97230623080384,44.684289460785166,42.02643618970153,36.325639717453015
67,2025-04-05,47.33006544716178,39.17825802962855,crime,1.3478144425688015,1.4530828505723001,49.97178175459663,44.68834913972693,42.02630041675026,36.33021564250684
68,2025-04-06,47.3320992770691,39.18083520065802,crime,1.3465843303623781,1.4518010250127176,49.97140456457936,44.69279398955884,42.02636520968294,36.33530519163309
69,2025-04-07,47.33442751541218,39.183807731969594,crime,1.345288494009586,1.4504313386276715,49.971192963670966,44.697662067153395,42.02665315567983,36.34096230825936
70,2025-04-08,46.56041678277993,40.14086991935542,crime,1.4670447142868575,1.6891747460520672,49.435824422782176,43.68500914277769,43.45165242161747,36.83008741709337
71,2025-04-09,46.56137563365541,40.14445961740701,crime,1.4671118201523927,1.686889521539599,49.436914801154096,43.68583646615672,43.45076307962462,36.838156155189395
72,2025-04-10,46.562352036390756,40.14866410180152,crime,1.4672408840581268,1.684333211383762,49.438144169144685,43.68655990363683,43.449957196113694,36.84737100748935
73,2025-04-11,46.56334518167645,40.15355014712835,crime,1.4674396010114275,1.6814739209079932,49.43952679965885,43.68716356369406,43.44923903210802,36.85786126214868
74,2025-04-12,46.56497246653684,40.15611610117438,crime,1.4671984470176858,1.6806369150544063,49.4406814226915,43.689263510382176,43.45016445468102,36.862067747667744
75,2025-04-13,46.56669237838034,40.159111173579795,crime,1.4669762857625512,1.6797543267693023,49.44196589847494,43.691418858285736,43.45142965404763,36.86679269311196
76,2025-04-14,46.56851158040736,40.16258162183235,crime,1.4667761787743805,1.6788210870461437,49.44339289080514,43.69363027000958,43.45307095244279,36.87209229122191
77,2025-04-15,46.09981866162058,40.37459887467792,crime,1.3359201979137103,1.3748702975287965,48.71822224953145,43.48141507370971,43.069344657834364,37.67985309152148
78,2025-04-16,46.100565010949225,40.3777961343286,crime,1.3360159379821235,1.3731733146214595,48.71915624939419,43.48197377250426,43.06921583098666,37.68637643767054
79,2025-04-17,46.10124711091241,40.3814675350533,crime,1.3360982646578285,1.3712524688855694,48.719999709641755,43.48249451218307,43.06912237406901,37.69381269603758
80,2025-04-18,46.10185443695819,40.38566329632292,crime,1.3361653315287885,1.3690809483447044,48.72073848675462,43.482970387161764,43.06906195507854,37.702264637567296
81,2025-04-19,46.10158501579294,40.387992620272975,crime,1.335847842029188,1.3683545883219332,48.71984678617015,43.48332324541573,43.069967613383966,37.706017627161984
82,2025-04-20,46.10111342179702,40.3906380092657,crime,1.3354631985712988,1.3675596110008053,48.718621290996765,43.48360555259727,43.07105484682728,37.71022117170412
83,2025-04-21,46.100414943215206,40.39363222389612,crime,1.3350036220124166,1.3666881200123395,48.717022042359545,43.48380784407087,43.0723409391203,37.71492350867194
