,president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
2514,Donald Trump (2nd term),Voters,Rasmussen Reports,,3/10/2025,3/14/2025,1500.0, LV,0.1491701,0.0,True,50.0,48.0,2.0,47.22063,49.60864,-2.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/14/2025,16:00:44 28 Dec 2025
2515,Donald Trump (2nd term),Voters,Blueprint Polling,,3/13/2025,3/14/2025,1400.0, LV,1.113644,0.0,,45.0,51.0,-6.0,45.785,50.58273,-4.797729,https://blueprint-research.com/polling/trump-musk-vulnerabilities-topline/,3/14/2025,16:00:44 28 Dec 2025
2519,Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,3/6/2025,3/13/2025,3000.0, RV,0.6971431,0.0,,54.0,44.0,10.0,50.39079,46.68538,3.70541,https://napolitannews.org/posts/president-trump-job-approval-54-percent-approve-44-disapprove,3/13/2025,16:00:44 28 Dec 2025
2528,Donald Trump (2nd term),Voters,Echelon Insights,,3/10/2025,3/13/2025,1007.0, LV,1.216695,0.0,,49.0,48.0,1.0,48.44462,47.81236,0.6322594,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2025-Voter-Omnibus-Topline-External.pdf,3/13/2025,16:00:44 28 Dec 2025
2533,Donald Trump (2nd term),Voters,Rasmussen Reports,,3/7/2025,3/13/2025,1500.0, LV,0.316196,0.0,True,52.0,47.0,5.0,49.22063,48.60864,0.6119919,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/13/2025,16:00:44 28 Dec 2025
2545,Donald Trump (2nd term),Voters,Rasmussen Reports,,3/6/2025,3/12/2025,1500.0, LV,0.1056312,0.0,True,52.0,47.0,5.0,49.22063,48.60864,0.6119919,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/12/2025,16:00:44 28 Dec 2025
2552,Donald Trump (2nd term),Voters,YouGov,Economist,3/9/2025,3/11/2025,1532.0, RV,0.7268782,0.0,,48.0,49.0,-1.0,48.5367,48.0141,0.5226021,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf#page=35,3/11/2025,16:00:44 28 Dec 2025
2560,Donald Trump (2nd term),Voters,Hart Research Associates/Public Opinion Strategies,NBC News,3/7/2025,3/11/2025,1000.0, RV,1.270486,0.0,,47.0,51.0,-4.0,47.10593,50.52869,-3.42276,https://www.documentcloud.org/documents/25569109-nbc-march-2025-poll-3-16-2025-release/,3/11/2025,16:00:44 28 Dec 2025
2562,Donald Trump (2nd term),Voters,Rasmussen Reports,,3/5/2025,3/11/2025,1500.0, LV,0.1059893,0.0,True,51.0,47.0,4.0,48.22063,48.60864,-0.3880081,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/11/2025,16:00:44 28 Dec 2025
2566,Donald Trump (2nd term),Voters,Emerson College,,3/8/2025,3/10/2025,1000.0, RV,1.214735,0.0,,47.2,45.0,2.200001,47.24813,47.53953,-0.2914009,https://thehill.com/homenews/administration/5187064-trump-approval-rating-drops/,3/10/2025,16:00:44 28 Dec 2025
2568,Donald Trump (2nd term),Voters,Rasmussen Reports,,3/4/2025,3/10/2025,1500.0, LV,0.1064784,0.0,True,50.0,48.0,2.0,47.22063,49.60864,-2.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/10/2025,16:00:44 28 Dec 2025
2572,Donald Trump (2nd term),Voters,Quinnipiac University,,3/6/2025,3/10/2025,1198.0, RV,1.31116,0.0,,42.0,53.0,-11.0,44.83876,52.03015,-7.191391,https://poll.qu.edu/poll-release?releaseid=3921,3/10/2025,16:00:44 28 Dec 2025
2578,Donald Trump (2nd term),Voters,John Zogby Strategies,,2/28/2025,3/1/2025,1001.0, V,0.9799457,0.0,,47.7,47.5,0.2000008,47.26669,47.83694,-0.5702515,https://johnzogbystrategies.com/03-03-25-new-zogby-strategies-poll-on-trump-the-democrats-first-40-days/,3/1/2025,16:00:44 28 Dec 2025
2589,Donald Trump (2nd term),Voters,J.L. Partners,Daily Mail,2/7/2025,2/9/2025,1017.0, RV,1.015341,0.0,,46.0,40.0,6.0,46.49061,43.42702,3.063587,https://jlpartners.com/trump-tracker-february-2025,2/9/2025,16:00:44 28 Dec 2025
2594,Donald Trump (2nd term),Voters,Morning Consult,,2/7/2025,2/9/2025,2230.0, RV,0.5989048,0.0,,50.0,48.0,2.0,49.13614,48.38465,0.7514877,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/9/2025,16:00:44 28 Dec 2025
2595,Donald Trump (2nd term),Voters,Trafalgar Group/Insider Advantage,,2/7/2025,2/9/2025,1321.0, RV,0.9507654,0.0,,53.9,45.3,8.600002,52.4047,47.21517,5.189529,https://www.thetrafalgargroup.org/wp-content/uploads/2025/02/National-25-Trump-Approval-Full-Report-0210.pdf,2/9/2025,16:00:44 28 Dec 2025
2603,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/3/2025,2/7/2025,1500.0, LV,0.1548886,0.0,True,52.0,45.0,7.0,49.22063,46.60864,2.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/7/2025,16:00:44 28 Dec 2025
2606,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/31/2025,2/6/2025,1500.0, LV,0.333977,0.0,True,51.0,45.0,6.0,48.22063,46.60864,1.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/6/2025,16:00:44 28 Dec 2025
2610,Donald Trump (2nd term),Voters,Clarity Campaign Labs,,1/31/2025,2/6/2025,1102.0, RV,1.117145,0.0,,48.0,43.0,5.0,47.41392,43.74017,3.673752,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67aa57a7976e415c4d212706/1739216809584/Clarity+Omnibus+Overview+-+Jan_Feb+2025.pdf,2/6/2025,16:00:44 28 Dec 2025
2612,Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/3/2025,2/6/2025,3000.0, RV,0.7463244,0.0,,51.0,45.0,6.0,47.39079,47.68538,-0.29459,https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-45-disapprove,2/6/2025,16:00:44 28 Dec 2025
2618,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/30/2025,2/5/2025,1500.0, LV,0.1129072,0.0,True,51.0,45.0,6.0,48.22063,46.60864,1.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/5/2025,16:00:44 28 Dec 2025
2621,Donald Trump (2nd term),Voters,Marquette University Law School,,1/27/2025,2/5/2025,775.0, RV,1.388692,0.0,,48.0,52.0,-4.0,47.61961,50.86422,-3.24461,https://law.marquette.edu/poll/2025/02/11/detailed-results-of-the-marquette-law-school-supreme-court-poll-jan-27-feb-5-2025-national-issues/,2/5/2025,16:00:44 28 Dec 2025
2623,Donald Trump (2nd term),Voters,Cygnal,,2/4/2025,2/5/2025,1500.0, LV,1.657212,0.0,,49.8,47.5,2.299999,49.50701,47.0249,2.482113,https://www.cygn.al/poll-trump-winning-over-black-men-dei-skeptics-and-border-hawks-as-democrats-lose-ground/,2/5/2025,16:00:44 28 Dec 2025
2628,Donald Trump (2nd term),Voters,YouGov,Economist,2/2/2025,2/4/2025,1423.0, RV,0.800636,0.0,,48.0,47.0,1.0,48.5367,46.0141,2.522602,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,2/4/2025,16:00:44 28 Dec 2025
2631,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/29/2025,2/4/2025,1500.0, LV,0.1145397,0.0,True,51.0,45.0,6.0,48.22063,46.60864,1.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/4/2025,16:00:44 28 Dec 2025
2637,Donald Trump (2nd term),Voters,Morning Consult,,1/31/2025,2/3/2025,2303.0, RV,0.6446912,0.0,,49.0,47.0,2.0,48.13614,47.38465,0.7514877,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/3/2025,16:00:44 28 Dec 2025
2642,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/28/2025,2/3/2025,1500.0, LV,0.1163969,0.0,True,52.0,45.0,7.0,49.22063,46.60864,2.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/3/2025,16:00:44 28 Dec 2025
2650,Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,1/30/2025,2/3/2025,1000.0, RV,0.8567227,0.0,,49.0,47.0,2.0,49.85938,45.82328,4.036098,https://navigatorresearch.org/while-three-in-four-americans-see-trump-as-bringing-change-to-government-only-two-in-five-view-this-change-as-positive/,2/3/2025,16:00:44 28 Dec 2025
2651,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/24/2025,2/28/2025,1500.0, LV,0.1482736,0.0,True,50.0,48.0,2.0,47.22063,49.60864,-2.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/28/2025,16:00:44 28 Dec 2025
2657,Donald Trump (2nd term),Voters,SSRS,CNN,2/24/2025,2/28/2025,1785.0, RV,0.7185237,0.0,,48.0,52.0,-4.0,48.8457,49.59858,-0.7528801,https://www.cnn.com/2025/03/02/politics/poll-trump-negative-congress-address,2/28/2025,16:00:44 28 Dec 2025
2666,Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/24/2025,2/28/2025,3000.0, RV,0.7220427,0.0,,53.0,45.0,8.0,49.39079,47.68538,1.70541,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-45-disapprove,2/28/2025,16:00:44 28 Dec 2025
2673,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/20/2025,2/26/2025,1500.0, LV,0.4117362,0.0,True,50.0,49.0,1.0,47.22063,50.60864,-3.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/26/2025,16:00:44 28 Dec 2025
2677,Donald Trump (2nd term),Voters,Marist College,NPR | PBS News,2/24/2025,2/26/2025,1533.0, RV,1.528378,0.0,,45.0,51.0,-6.0,46.11494,50.3175,-4.20256,https://maristpoll.marist.edu/polls/the-state-of-the-union-march-2025/,2/26/2025,16:00:44 28 Dec 2025
2684,Donald Trump (2nd term),Voters,The Bullfinch Group,Independent Center,2/22/2025,2/26/2025,1000.0, RV,0.91647,0.0,,48.0,47.0,1.0,48.58123,46.81945,1.76178,https://projects.fivethirtyeight.com/polls/20250303_US_Bullfinch.pdf,2/26/2025,16:00:44 28 Dec 2025
2685,Donald Trump (2nd term),Voters,J.L. Partners,DailyMail.com,2/24/2025,2/25/2025,1001.0, RV,0.8853058,0.0,,45.0,39.0,6.0,45.49061,42.42702,3.063587,https://jlpartners.com/doge-poll,2/25/2025,16:00:44 28 Dec 2025
2686,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/19/2025,2/25/2025,1500.0, LV,0.2061266,0.0,True,50.0,48.0,2.0,47.22063,49.60864,-2.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/25/2025,16:00:44 28 Dec 2025
2688,Donald Trump (2nd term),Voters,YouGov,Economist,2/23/2025,2/25/2025,1444.0, RV,0.6437318,0.0,,48.0,47.0,1.0,48.5367,46.0141,2.522602,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,2/25/2025,16:00:44 28 Dec 2025
2699,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/21/2025,2/25/2025,1500.0, LV,0.0,0.0,True,50.0,48.0,2.0,47.22063,49.60864,-2.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/25/2025,16:00:44 28 Dec 2025
2703,Donald Trump (2nd term),Voters,Morning Consult,,2/21/2025,2/24/2025,2225.0, RV,0.594941,0.0,,50.0,47.0,3.0,49.13614,47.38465,1.751488,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/24/2025,16:00:44 28 Dec 2025
2706,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/18/2025,2/24/2025,1500.0, LV,0.1036183,0.0,True,51.0,48.0,3.0,48.22063,49.60864,-1.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/24/2025,16:00:44 28 Dec 2025
2712,Donald Trump (2nd term),Voters,YouGov,Hoover Institution,2/19/2025,2/24/2025,1198.0, RV,0.596817,0.0,,49.0,44.0,5.0,49.5367,43.0141,6.522602,https://hoover.org/sites/default/files/2025-03/Crosstabs%20-%20Tariff%20Policy%20-%20Hoover%20Institution%20Survey.pdf?_gl=1*1qsu47j*_gcl_au*NzgxODA1ODkuMTc0MTM4OTE0NQ..*_ga*MTY2Nzg3Njc3OC4xNzQxMzg5MTQ1*_ga_0PJBLNCVZ1*MTc0MTM4OTE0NS4xLjEuMTc0MTM4OTE0NS42MC4wLjA.,2/24/2025,16:00:44 28 Dec 2025
2719,Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,2/20/2025,2/24/2025,1000.0, RV,0.8260709,0.0,,48.0,49.0,-1.0,48.85938,47.82328,1.036098,https://navigatorresearch.org/wp-content/uploads/2025/02/Navigator-Topline-F02.24.25.pdf,2/24/2025,16:00:44 28 Dec 2025
2729,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/17/2025,2/21/2025,1500.0, LV,0.1453316,0.0,True,50.0,48.0,2.0,47.22063,49.60864,-2.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/21/2025,16:00:44 28 Dec 2025
2731,Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/18/2025,2/21/2025,3000.0, RV,0.733191,0.0,,53.0,44.0,9.0,49.39079,46.68538,2.70541,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-44-disapprove,2/21/2025,16:00:44 28 Dec 2025
2736,Donald Trump (2nd term),Voters,Harris Insights & Analytics,Harvard CAPS,2/19/2025,2/20/2025,2443.0, RV,1.132785,0.0,,52.0,43.0,9.0,50.81655,44.88015,5.936401,https://harvardharrispoll.com/wp-content/uploads/2025/02/HHP_Feb2025_vFinal.pdf,2/20/2025,16:00:44 28 Dec 2025
2744,Donald Trump (2nd term),Voters,American Research Group,,2/17/2025,2/20/2025,1004.0, RV,0.880228,0.0,,43.0,51.0,-8.0,46.25326,47.97867,-1.725407,https://americanresearchgroup.com/economy/,2/20/2025,16:00:44 28 Dec 2025
2749,Donald Trump (2nd term),Voters,Echelon Insights,NetChoice,2/18/2025,2/20/2025,1006.0, LV,1.051318,0.0,,48.0,49.0,-1.0,47.44462,48.81236,-1.367741,https://netchoice.org/new-poll-79-of-voters-think-us-tech-companies-are-key-to-american-global-leadership/,2/20/2025,16:00:44 28 Dec 2025
2756,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/14/2025,2/20/2025,1500.0, LV,0.310312,0.0,True,51.0,47.0,4.0,48.22063,48.60864,-0.3880081,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/20/2025,16:00:44 28 Dec 2025
2772,Donald Trump (2nd term),Voters,OnMessage Inc.,Rescuing the American Dream,2/17/2025,2/19/2025,1000.0, LV,1.404286,0.0,,50.0,49.0,1.0,49.562,48.57446,0.9875412,https://onmessageinc.com/wp-content/uploads/2025/03/National-Survey-RAD-Conference-3-25-RAD-conference-3-5-25.pdf,2/19/2025,16:00:44 28 Dec 2025
2774,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/13/2025,2/19/2025,1500.0, LV,0.1040446,0.0,True,52.0,47.0,5.0,49.22063,48.60864,0.6119919,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/19/2025,16:00:44 28 Dec 2025
2778,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/12/2025,2/18/2025,1500.0, LV,0.1047793,0.0,True,53.0,45.0,8.0,50.22063,46.60864,3.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/18/2025,16:00:44 28 Dec 2025
2782,Donald Trump (2nd term),Voters,McLaughlin & Associates,,2/11/2025,2/18/2025,1000.0, LV,0.6367525,0.0,,51.0,46.0,5.0,49.59526,46.21037,3.384892,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,2/18/2025,16:00:44 28 Dec 2025
2790,Donald Trump (2nd term),Voters,YouGov,Economist,2/16/2025,2/18/2025,1451.0, RV,0.676486,0.0,,50.0,47.0,3.0,50.5367,46.0141,4.522602,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,2/18/2025,16:00:44 28 Dec 2025
2793,Donald Trump (2nd term),Voters,Ipsos,The Washington Post,2/13/2025,2/18/2025,2177.0, RV,1.203803,0.0,,48.0,51.0,-3.0,48.74412,49.43442,-0.6903,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/18/2025,16:00:44 28 Dec 2025
2809,Donald Trump (2nd term),Voters,Blueprint Polling,,2/16/2025,2/17/2025,1383.0, RV,1.110317,0.0,,47.0,48.0,-1.0,47.785,47.58273,0.2022705,https://blueprint-research.com/polling/trump-dems-moment-3-6/,2/17/2025,16:00:44 28 Dec 2025
2812,Donald Trump (2nd term),Voters,SSRS,CNN,2/13/2025,2/17/2025,989.0, RV,0.6771089,0.0,,46.0,54.0,-8.0,46.8457,51.59858,-4.75288,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,2/17/2025,16:00:44 28 Dec 2025
2820,Donald Trump (2nd term),Voters,co/efficient,,2/15/2025,2/17/2025,2063.0, LV,1.477816,0.0,,48.0,48.0,0.0,47.33752,47.69536,-0.3578377,https://coefficient.org/doge-part-1/,2/17/2025,16:00:44 28 Dec 2025
2823,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/11/2025,2/17/2025,1500.0, LV,0.1056756,0.0,True,52.0,46.0,6.0,49.22063,47.60864,1.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/17/2025,16:00:44 28 Dec 2025
2824,Donald Trump (2nd term),Voters,Quinnipiac University,,2/13/2025,2/17/2025,1039.0, RV,1.236978,0.0,,45.0,49.0,-4.0,47.83876,48.03015,-0.191391,https://poll.qu.edu/poll-release?releaseid=3919,2/17/2025,16:00:44 28 Dec 2025
2826,Donald Trump (2nd term),Voters,Emerson College,,2/15/2025,2/17/2025,1000.0, RV,1.271225,0.0,,47.8,42.2,5.599998,47.84813,44.73953,3.108601,https://emersoncollegepolling.com/february-2025-national-poll-trump-presidential-approval-at-48-musk-doge-job-approval-at-41/,2/17/2025,16:00:44 28 Dec 2025
2838,Donald Trump (2nd term),Voters,Morning Consult,,2/14/2025,2/16/2025,2217.0, RV,0.6090301,0.0,,50.0,47.0,3.0,49.13614,47.38465,1.751488,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,2/16/2025,16:00:44 28 Dec 2025
2848,Donald Trump (2nd term),Voters,Harris Insights & Analytics,Deseret News,2/14/2025,2/15/2025,1009.0, RV,0.8213806,0.0,,52.0,43.0,9.0,50.81655,44.88015,5.936401,https://www.harrisx.com/content/deseret-news-harrisx-overnight-poll-executive-orders-and-immigration-february-2025,2/15/2025,16:00:44 28 Dec 2025
2852,Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/10/2025,2/14/2025,3000.0, RV,0.7545885,0.0,,55.0,43.0,12.0,51.39079,45.68538,5.70541,https://napolitannews.org/posts/president-trump-job-approval-55-percent-approve-43-disapprove,2/14/2025,16:00:44 28 Dec 2025
2854,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/10/2025,2/14/2025,1500.0, LV,0.1496611,0.0,True,53.0,45.0,8.0,50.22063,46.60864,3.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/14/2025,16:00:44 28 Dec 2025
2858,Donald Trump (2nd term),Voters,Echelon Insights,,2/10/2025,2/13/2025,1010.0, LV,1.048833,0.0,,52.0,46.0,6.0,51.44462,45.81236,5.632259,https://echeloninsights.com/in-the-news/feb-2025-verified-voter-omnibus-2-2/,2/13/2025,16:00:44 28 Dec 2025
2860,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/7/2025,2/13/2025,1500.0, LV,0.3195485,0.0,True,54.0,44.0,10.0,51.22063,45.60864,5.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/13/2025,16:00:44 28 Dec 2025
2868,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/6/2025,2/12/2025,1500.0, LV,0.1072718,0.0,True,54.0,44.0,10.0,51.22063,45.60864,5.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/12/2025,16:00:44 28 Dec 2025
2874,Donald Trump (2nd term),Voters,YouGov,Economist,2/9/2025,2/11/2025,1430.0, RV,0.7434908,0.0,,47.0,49.0,-2.0,47.5367,48.0141,-0.4773979,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,2/11/2025,16:00:44 28 Dec 2025
2876,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/5/2025,2/11/2025,1500.0, LV,0.1082117,0.0,True,53.0,45.0,8.0,50.22063,46.60864,3.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/11/2025,16:00:44 28 Dec 2025
2881,Donald Trump (2nd term),Voters,Rasmussen Reports,,2/4/2025,2/10/2025,1500.0, LV,0.1093742,0.0,True,53.0,45.0,8.0,50.22063,46.60864,3.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/10/2025,16:00:44 28 Dec 2025
2883,Donald Trump (2nd term),Voters,Fabrizio Lee & Associates/Impact Research,AARP,1/27/2025,2/1/2025,3000.0, RV,1.205463,0.0,,48.0,47.0,1.0,48.04734,46.79517,1.252171,https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/federal-tax-package-legislative-priorities.doi.10.26419-2fres.00921.001.pdf,2/1/2025,16:00:44 28 Dec 2025
2886,Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,11/6/2025,11/9/2025,1000.0, RV,0.60142,0.0,,40.0,58.0,-18.0,40.85938,56.82328,-15.9639,https://navigatorresearch.org/wp-content/uploads/2025/11/Navigator-Topline-F11.12.25.pdf.pdf,11/9/2025,16:00:44 28 Dec 2025
2888,Donald Trump (2nd term),Voters,Morning Consult,,11/7/2025,11/9/2025,2201.0, RV,0.4839446,0.0,,44.0,54.0,-10.0,43.13614,54.38465,-11.24851,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,11/9/2025,16:00:44 28 Dec 2025
2898,Donald Trump (2nd term),Voters,Rasmussen Reports,,11/3/2025,11/7/2025,1500.0, LV,0.1512063,0.0,True,45.0,53.0,-8.0,42.22063,54.60864,-12.38801,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,11/7/2025,16:00:44 28 Dec 2025
2902,Donald Trump (2nd term),Voters,Rasmussen Reports,,10/31/2025,11/6/2025,1500.0, LV,0.3195927,0.0,True,46.0,53.0,-7.0,43.22063,54.60864,-11.38801,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,11/6/2025,16:00:44 28 Dec 2025
2914,Donald Trump (2nd term),Voters,Harris Insights & Analytics,Harvard CAPS,11/4/2025,11/6/2025,2000.0, RV,1.302659,0.0,,44.0,51.0,-7.0,42.81655,52.88015,-10.0636,https://harvardharrispoll.com/wp-content/uploads/2025/11/HHP_Nov2025_KeyResults.pdf,11/6/2025,16:00:44 28 Dec 2025
2915,Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,10/29/2025,11/6/2025,3000.0, RV,0.7485488,0.0,,46.0,51.0,-5.0,42.39079,53.68538,-11.29459,https://napolitannews.org/jobapproval,11/6/2025,16:00:44 28 Dec 2025
2917,Donald Trump (2nd term),Voters,Rasmussen Reports,,10/30/2025,11/5/2025,1500.0, LV,0.1067581,0.0,True,46.0,53.0,-7.0,43.22063,54.60864,-11.38801,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,11/5/2025,16:00:44 28 Dec 2025
2919,Donald Trump (2nd term),Voters,Rasmussen Reports,,10/29/2025,11/4/2025,1500.0, LV,0.1071123,0.0,True,46.0,53.0,-7.0,43.22063,54.60864,-11.38801,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,11/4/2025,16:00:44 28 Dec 2025
2920,Donald Trump (2nd term),Voters,Emerson College,,11/3/2025,11/4/2025,1000.0, RV,1.309112,0.0,,41.1,49.4,-8.300003,41.14813,51.93953,-10.7914,https://emersoncollegepolling.com/november-2025-national-poll/,11/4/2025,16:00:44 28 Dec 2025
2923,Donald Trump (2nd term),Voters,Rasmussen Reports,,10/28/2025,11/3/2025,1500.0, LV,0.1075989,0.0,True,47.0,52.0,-5.0,44.22063,53.60864,-9.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,11/3/2025,16:00:44 28 Dec 2025
2928,Donald Trump (2nd term),Voters,YouGov,Economist,10/31/2025,11/3/2025,1475.0, RV,0.6942461,0.0,,43.0,55.0,-12.0,43.5367,54.0141,-10.4774,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5RO6eos.pdf,11/3/2025,16:00:44 28 Dec 2025
2929,Donald Trump (2nd term),Voters,Global Strategy Group/GBAO (Navigator Research),,11/1/2025,11/3/2025,1000.0, RV,0.5276721,0.0,,41.0,56.0,-15.0,41.85938,54.82328,-12.9639,https://navigatorresearch.org/wp-content/uploads/2025/11/Navigator-Topline-F11.03.25.pdf,11/3/2025,16:00:44 28 Dec 2025
2944,Donald Trump (2nd term),Voters,Emerson College,Consensus Strategies,11/18/2025,11/21/2025,1000.0, RV,1.318006,0.0,,45.0,55.0,-10.0,45.04813,57.53953,-12.4914,https://emersoncollegepolling.com/8-state-national-surveys/,11/21/2025,16:00:44 28 Dec 2025
2946,Donald Trump (2nd term),Voters,Rasmussen Reports,,11/17/2025,11/21/2025,1500.0, LV,0.159844,0.0,True,47.0,51.0,-4.0,44.22063,52.60864,-8.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,11/21/2025,16:00:44 28 Dec 2025
2954,Donald Trump (2nd term),Voters,Rasmussen Reports,,11/14/2025,11/20/2025,1500.0, LV,0.334055,0.0,True,47.0,51.0,-4.0,44.22063,52.60864,-8.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,11/20/2025,16:00:44 28 Dec 2025
2957,Donald Trump (2nd term),Voters,American Research Group,,11/17/2025,11/20/2025,999.0, RV,0.8880978,0.0,,35.0,62.0,-27.0,38.25326,58.97867,-20.72541,https://americanresearchgroup.com/economy/,11/20/2025,16:00:44 28 Dec 2025
