,Date,approve_mean,disapprove_mean,approve_CI_upper,approve_CI_lower,disapprove_CI_upper,disapprove_CI_lower
0,2025-01-23,51.30254631549872,45.71694510392644,58.550152351837305,44.05494027916013,56.64541596154912,34.788474246303764
1,2025-01-24,51.229190092406654,45.37503110893861,57.88080256158246,44.577577623230844,55.54102796289324,35.209034254983976
2,2025-01-25,51.229190092406654,45.37503110893862,57.88080256158246,44.577577623230844,55.54102796289325,35.20903425498399
3,2025-01-26,50.557685739339355,45.329878316703144,57.743847757082904,43.37152372159581,54.64922514190666,36.01053149149963
4,2025-01-27,49.35230464897798,45.48512942204212,56.49833882009105,42.206270477864905,53.9567948771196,37.01346396696464
5,2025-01-28,49.28487341968042,44.963623250722755,55.32401588337123,43.245730955989615,52.67072186840533,37.25652463304018
6,2025-01-29,49.28487341968044,44.96362325072277,55.324015883371246,43.24573095598963,52.670721868405344,37.25652463304019
7,2025-01-30,49.284873419680444,44.96362325072277,55.32401588337125,43.245730955989636,52.670721868405344,37.25652463304019
8,2025-01-31,49.73561721062737,44.721729410660785,55.89089788718499,43.580336534069744,52.06862670522152,37.37483211610005
9,2025-02-01,49.681977460943116,44.792140019277056,55.76992860550484,43.594026316381395,52.06578634913599,37.51849368941812
10,2025-02-02,49.334483963526274,45.69859056352048,55.135328610792286,43.53363931626026,53.52630788637884,37.87087324066213
11,2025-02-03,49.331306134199764,45.74258349362521,55.0091101927888,43.653502075610724,53.41478166119058,38.07038532605984
12,2025-02-04,48.95729469314716,45.50072209089187,54.63305872664542,43.2815306596489,52.80445321178772,38.19699096999602
13,2025-02-05,48.85546450101827,46.80662582133758,53.7808323771932,43.93009662484334,54.63792960080228,38.975322041872886
14,2025-02-06,48.99295793761324,46.455451651441564,53.74929784377913,44.23661803144735,53.98029186529951,38.930611437583615
15,2025-02-07,49.424809910142635,46.4853318554579,54.58948046928188,44.26013935100339,53.62042169465545,39.35024201626035
16,2025-02-08,49.424809910142635,46.48533185545789,54.58948046928188,44.26013935100339,53.62042169465544,39.350242016260346
17,2025-02-09,49.26015312726817,46.158428101027944,54.46905871236058,44.05124754217576,53.61248533659737,38.704370865458515
18,2025-02-10,49.26015312726818,46.15842810102796,54.46905871236059,44.05124754217577,53.61248533659739,38.70437086545853
19,2025-02-11,48.69353453306263,45.911930364310685,54.089409131418705,43.29765993470656,53.345073284032004,38.478787444589365
20,2025-02-12,48.69353453306262,45.91193036431067,54.08940913141869,43.297659934706545,53.34507328403199,38.47878744458935
21,2025-02-13,48.888006112177415,45.91711022821545,54.340339140945225,43.435673083409604,53.12846302348433,38.70575743294657
22,2025-02-14,49.44825954828253,45.64663278683484,55.70288591612782,43.19363318043724,52.72508225242908,38.5681833212406
23,2025-02-15,49.60354441806926,45.48580151755208,55.79434520573223,43.4127436304063,52.46982596262634,38.50177707247783
24,2025-02-16,49.41741293989524,45.9179938916801,55.54825675347128,43.28656912631921,52.7729318565683,39.0630559267919
25,2025-02-17,48.77102316841679,46.19290403524393,54.665345115538585,42.876701221294994,52.82534187568103,39.56046619480682
26,2025-02-18,48.3024294241388,46.697289668482405,54.17242562983394,42.43243321844366,53.527382338587586,39.867196998377224
27,2025-02-19,48.298904635069306,46.88291766410523,54.03382315008418,42.56398612005443,53.76056303499406,40.0052722932164
28,2025-02-20,48.41955729331978,46.65403733153175,54.106960979844416,42.73215360679514,53.4902989704449,39.817775692618596
29,2025-02-21,48.65706204803449,46.5150227455684,54.54897111779393,42.76515297827505,53.276896687297786,39.75314880383902
30,2025-02-22,48.65706204803451,46.51502274556842,54.548971117793954,42.76515297827507,53.27689668729781,39.75314880383904
31,2025-02-23,48.498920950111916,46.62977618337868,54.4929857445902,42.50485615563363,53.36374874027188,39.89580362648548
32,2025-02-24,48.43983666907471,46.34183385366185,54.22680866759414,42.652864670555275,53.21078233441227,39.472885372911435
33,2025-02-25,48.310929400317356,45.994763365283035,53.9511300220733,42.67072877856141,53.05921394203304,38.93031278853303
34,2025-02-26,48.03004521327892,46.24697494927541,53.67076950620698,42.389320920350855,53.149717649744844,39.34423224880598
35,2025-02-27,48.228292358851945,46.9421174178909,53.488238544701154,42.968346173002736,54.03049019281531,39.85374464296649
36,2025-02-28,48.65297995868304,47.008171638445965,54.13455505006134,43.171404867304744,53.81889937125401,40.19744390563792
37,2025-03-01,48.644406804058086,47.01259620220947,54.10411886064579,43.18469474747038,53.793230474344334,40.23196193007461
38,2025-03-02,48.65698095993099,47.213337471557786,53.95846370088351,43.35549821897847,53.998249985225016,40.428424957890556
39,2025-03-03,48.589649537789136,47.14844560209387,53.68839502958858,43.490904045989694,53.96152582725464,40.335365376933105
40,2025-03-04,48.4278622755145,47.19027765734216,53.5201135810753,43.3356109699537,53.84464156838448,40.53591374629983
41,2025-03-05,48.34994906844812,47.41381566367187,53.32826476726953,43.37163336962671,54.10425514917994,40.7233761781638
42,2025-03-06,48.465187159254164,47.39349272892013,53.453437381179285,43.47693693732904,53.94314088651281,40.84384457132745
43,2025-03-07,48.344134920616426,47.39789282276469,53.37154626315981,43.316723578073045,53.89137992056491,40.90440572496447
44,2025-03-08,48.34413492061642,47.39789282276469,53.3715462631598,43.31672357807304,53.89137992056491,40.90440572496447
45,2025-03-09,48.39161204561448,47.42557002002064,53.33153569214567,43.45168839908329,53.85188385271327,40.999256187328015
46,2025-03-10,47.939833982288434,47.60783975410459,53.37146883347896,42.50819913109791,54.16650914608719,41.049170362121984
47,2025-03-11,47.86119747389614,47.707474670839545,53.011730708108225,42.71066423968406,54.06435931718897,41.35059002449012
48,2025-03-12,47.51205495440275,48.662217994879924,52.44469125427291,42.57941865453259,55.7032799743983,41.62115601536155
49,2025-03-13,47.869599302932365,48.41675294159288,53.35278774187497,42.38641086398976,55.46109391735409,41.372411965831674
50,2025-03-14,47.798607046819896,48.48066100589467,53.283568536108504,42.31364555753129,55.48163396323853,41.479688048550805
51,2025-03-15,47.79860704681992,48.480661005894696,53.283568536108525,42.31364555753131,55.48163396323856,41.479688048550834
52,2025-03-16,47.508044554142536,48.776516466428546,53.36456410124886,41.65152500703621,55.94645009632824,41.60658283652885
53,2025-03-17,47.56658342207335,48.97041328061262,53.21046751357086,41.92269933057584,55.84777689388261,42.093049667342626
54,2025-03-18,47.466897034447044,49.0101960799686,53.013477862428026,41.92031620646606,55.6259619699229,42.394430190014305
55,2025-03-19,47.768229733758375,48.79083787191918,53.704568233624165,41.831891233892584,55.473776832125864,42.107898911712496
56,2025-03-20,47.37286547895424,49.21411446994198,53.59159333231287,41.15413762559561,56.16748232116417,42.26074661871979
57,2025-03-21,47.37286547895423,49.21411446994198,53.59159333231286,41.1541376255956,56.16748232116417,42.26074661871979
58,2025-03-22,47.37286547895423,49.214114469941975,53.59159333231286,41.1541376255956,56.167482321164165,42.260746618719786
59,2025-03-23,47.324634102064614,49.32177461252858,53.28825768755677,41.361010516572456,55.96234824931303,42.681200975744126
60,2025-03-24,47.085493003991076,49.39061983777479,53.07171534659867,41.09927066138348,55.86483689781664,42.91640277773295
61,2025-03-25,47.162792126504634,49.1489581561963,52.974763837415004,41.350820415594264,55.65193051866672,42.645985793725885
62,2025-03-26,47.162792126504606,49.14895815619628,52.974763837414976,41.350820415594235,55.65193051866669,42.64598579372587
63,2025-03-27,47.30271085700378,49.15517637310261,52.94443409690956,41.660987617098,56.08360163090758,42.226751115297645
64,2025-03-28,47.51728011908573,49.210475069812055,53.13124902421469,41.903311213956776,55.8547004793721,42.56624966025201
65,2025-03-29,47.51728011908575,49.21047506981207,53.1312490242147,41.90331121395679,55.85470047937211,42.566249660252026
66,2025-03-30,47.51613119650392,49.21520772044707,53.09306169346689,41.93920069954095,55.81604584835185,42.61436959254229
67,2025-03-31,47.5218458587369,49.20085568614547,53.06669242370812,41.97699929376569,55.76764205203671,42.63406932025422
68,2025-04-01,47.413030285340525,49.18906826686859,52.76905294931937,42.057007621361684,55.492108759598004,42.88602777413917
69,2025-04-02,47.205243361671094,49.365795790025366,52.70584360770674,41.70464311563545,55.68124214097046,43.05034943908027
70,2025-04-03,47.39439896060867,49.094614163266776,52.73888842326465,42.04990949795269,55.67360913230389,42.515619194229664
71,2025-04-04,47.39439896060867,49.094614163266776,52.73888842326465,42.04990949795269,55.67360913230388,42.51561919422967
72,2025-04-05,47.39439896060867,49.09461416326676,52.73888842326465,42.04990949795269,55.673609132303866,42.51561919422966
73,2025-04-06,47.37912110984797,49.13382882123873,52.68635894924126,42.071883270454684,55.68855930938589,42.57909833309157
74,2025-04-07,46.86769768985109,49.454744821958215,52.89375056922112,40.841644810481064,56.031540580555344,42.877949063361086
75,2025-04-08,46.568656394948384,49.56181147563623,52.66161079624646,40.47570199365031,55.89959725543329,43.224025695839174
76,2025-04-09,46.53310718451836,49.5817154482311,52.612272109020154,40.45394226001656,55.884101661002504,43.2793292354597
77,2025-04-10,46.09601421387944,49.72225759232036,52.95949223910838,39.232536188650506,56.196961253077,43.24755393156372
78,2025-04-11,46.19360328407749,49.97830456440485,52.79054560928919,39.59666095886579,56.389459863473306,43.5671492653364
79,2025-04-12,46.183919321915496,49.94683608881761,52.77042493499905,39.597413708831944,56.40304299706747,43.49062918056775
80,2025-04-13,45.55174104458689,50.76097504923713,52.365860632801656,38.737621456372125,58.29226771211922,43.229682386355044
81,2025-04-14,45.50807938767056,50.964542921301884,51.49360313223746,39.522555643103665,58.4150873526262,43.51399848997757
82,2025-04-15,45.386876186285015,51.041746733448306,51.31134686117254,39.46240551139749,58.197278087807426,43.88621537908919
83,2025-04-16,45.517873022244146,51.03652536009017,51.40551471178034,39.63023133270795,58.01500702620734,44.05804369397299
84,2025-04-17,45.33210812481669,50.84994859464118,51.33782592918629,39.326390320447096,57.88686267576234,43.813034513520016
85,2025-04-18,45.31375833022874,50.92448945864288,51.11102820563684,39.51648845482063,57.736664373393424,44.11231454389234
86,2025-04-19,45.311742222494566,50.96777769655763,51.07724403482409,39.54624041016504,57.79020469528341,44.14535069783186
87,2025-04-20,45.30516993993044,51.056743427039166,50.99143857887178,39.618901300989094,57.809498536670354,44.30398831740798
88,2025-04-21,45.0441113497738,51.41817111829745,50.597009268233954,39.491213431313646,58.063791154932126,44.772551081662776
89,2025-04-22,44.543213101007964,51.71169691649743,50.53802133463001,38.54840486738592,58.21390914876578,45.20948468422908
90,2025-04-23,44.29693773729145,51.823325288233086,50.12435667140873,38.469518803174175,57.94192035006955,45.70473022639662
91,2025-04-24,44.39288800751225,51.80600688489356,50.30621633393924,38.479559681085256,57.96201855612559,45.64999521366153
92,2025-04-25,44.44561313679816,51.98710622660303,50.188379144659834,38.70284712893648,58.109806534307396,45.86440591889867
93,2025-04-26,44.44561313679816,51.98710622660303,50.188379144659834,38.70284712893648,58.109806534307396,45.86440591889867
94,2025-04-27,44.38431724747188,52.049641677870326,50.02433184166443,38.74430265327933,58.0581812855963,46.041102070144355
95,2025-04-28,44.05448247523027,51.720346109881504,49.39469208664069,38.71427286381986,57.78224467971544,45.65844754004757
96,2025-04-29,44.05448247523027,51.720346109881504,49.39469208664069,38.71427286381986,57.78224467971544,45.65844754004757
97,2025-04-30,44.062117714142275,51.73067956528532,49.3833075336798,38.74092789460475,57.77222459871583,45.68913453185481
98,2025-05-01,44.32887697893595,51.528289696331136,49.95548927459794,38.70226468327397,57.63957577320486,45.41700361945741
99,2025-05-02,44.1857952657699,51.543549228471306,49.71244344232453,38.65914708921527,57.441803405764965,45.64529505117765
100,2025-05-03,44.1857952657699,51.5435492284713,49.71244344232453,38.65914708921527,57.44180340576496,45.64529505117764
101,2025-05-04,44.21557239490434,51.543900189338416,49.72845575188839,38.702689037920294,57.4028963418994,45.68490403677743
102,2025-05-05,44.06227241584638,51.57829108011861,49.46719901499747,38.65734581669529,57.24795342363198,45.908628736605245
103,2025-05-06,44.03828262610291,51.604403525675224,49.46164664819711,38.614918604008714,57.29616740289584,45.91263964845461
104,2025-05-07,44.038282626102905,51.60440352567521,49.4616466481971,38.61491860400871,57.296167402895826,45.912639648454594
105,2025-05-08,44.314006333180465,51.235322843359086,50.01261726136611,38.61539540499482,56.800310080218594,45.67033560649958
106,2025-05-09,44.5972579558386,51.189429105226395,50.31705518746624,38.87746072421096,56.58559879865336,45.79325941179943
107,2025-05-10,44.5972579558386,51.189429105226395,50.31705518746624,38.87746072421096,56.58559879865336,45.79325941179943
108,2025-05-11,44.626204409393594,51.19543986804216,50.3182992503643,38.93410956842289,56.54963396188292,45.8412457742014
109,2025-05-12,44.57618691931832,51.27584153918024,49.9844259714039,39.16794786723273,56.302283771400205,46.24939930696028
110,2025-05-13,44.5697929901921,51.28352210281298,49.82573069928325,39.31385528110095,56.17405468626843,46.392989519357535
111,2025-05-14,44.58926059623555,51.044433653590914,49.72789132348439,39.4506298689867,56.28544806833564,45.80341923884619
112,2025-05-15,45.340761922027994,51.01502564614319,51.13718047864847,39.54434336540752,56.42875755056452,45.601293741721854
113,2025-05-16,45.27858733694406,50.828915725419215,50.92916233224772,39.62801234164039,56.291440706312414,45.366390744526015
114,2025-05-17,45.27858733694405,50.828915725419215,50.929162332247714,39.628012341640385,56.291440706312414,45.366390744526015
115,2025-05-18,44.95150027486903,51.07910237014583,50.576172282361625,39.32682826737644,56.45085012359238,45.707354616699284
116,2025-05-19,45.17852035119979,50.82839581099127,51.46443217969043,38.89260852270916,56.321971010767456,45.33482061121508
117,2025-05-20,45.23026955889503,50.8970155956665,51.52174316083744,38.938795956952625,56.34015921560506,45.45387197572794
118,2025-05-21,45.41087207436699,50.835724957946155,51.64803852413942,39.17370562459456,56.122716986534805,45.548732929357506
119,2025-05-22,45.41087207436698,50.83572495794614,51.64803852413941,39.17370562459455,56.12271698653479,45.54873292935749
120,2025-05-23,45.41087207436698,50.83572495794614,51.64803852413941,39.17370562459455,56.12271698653479,45.54873292935749
121,2025-05-24,45.41087207436698,50.83572495794614,51.64803852413941,39.17370562459455,56.12271698653479,45.54873292935749
122,2025-05-25,45.465429747754015,50.83092312913216,51.69604738701913,39.2348121084889,56.070386964949975,45.591459293314344
123,2025-05-26,45.3529946186193,50.915943696426744,51.32843240641057,39.37755683082803,55.93440067088756,45.897486721965926
124,2025-05-27,44.678194775288105,52.0538752241804,50.26895947456448,39.08743007601173,57.66824912560923,46.439501322751575
125,2025-05-28,44.77695803622344,51.919717975153674,50.32407614365027,39.229839928796615,57.55324851694675,46.286187433360595
126,2025-05-29,45.08888089496175,51.765747949692155,50.848252137914486,39.32950965200901,57.292075186944416,46.239420712439895
127,2025-05-30,45.08888089496175,51.765747949692155,50.848252137914486,39.32950965200901,57.29207518694441,46.2394207124399
128,2025-05-31,45.08888089496175,51.765747949692155,50.848252137914486,39.32950965200901,57.29207518694441,46.2394207124399
129,2025-06-01,45.08888089496176,51.76574794969217,50.8482521379145,39.32950965200902,57.29207518694443,46.23942071243991
130,2025-06-02,45.12640272837351,51.47668681028256,50.5823926796587,39.67041277708832,56.970113644606506,45.98325997595861
131,2025-06-03,45.606217748648284,51.02894057533641,51.72378631424342,39.48864918305315,57.070578642728044,44.98730250794477
132,2025-06-04,45.60621774864829,51.02894057533641,51.723786314243426,39.488649183053155,57.070578642728044,44.98730250794477
133,2025-06-05,45.60621774864829,51.02894057533642,51.723786314243426,39.488649183053155,57.07057864272806,44.98730250794478
134,2025-06-06,45.4295058741258,51.34669281311966,51.13095004330356,39.72806170494805,57.42398675881944,45.26939886741988
135,2025-06-07,45.429505874125795,51.34669281311966,51.13095004330355,39.72806170494804,57.42398675881944,45.26939886741988
136,2025-06-08,44.99229313094271,52.069985015530094,50.885096634059884,39.09948962782554,58.95229992894556,45.18767010211463
137,2025-06-09,44.260292195134454,52.261174672553906,50.75524523560286,37.76533915466605,58.73207232865307,45.790277016454745
138,2025-06-10,44.301309377591224,52.30638396932833,50.73504952385978,37.86756923132267,58.72070203866223,45.89206589999443
139,2025-06-11,44.14803123009224,51.88634880949786,50.46474502841765,37.831317431766834,58.80743103611719,44.965266582878535
140,2025-06-12,44.84948675731215,51.34409821561471,51.99130484323876,37.70766867138554,58.50158650794454,44.18660992328488
141,2025-06-13,44.84948675731215,51.34409821561471,51.99130484323876,37.70766867138554,58.50158650794454,44.18660992328488
142,2025-06-14,44.713274831355506,51.32211463326006,51.767370582061524,37.65917908064949,58.115204179560116,44.52902508696
143,2025-06-15,44.73312714681191,51.400350225606196,51.68390883470979,37.78234545891403,58.17381636633227,44.626884084880125
144,2025-06-16,44.76577738511527,51.65429171714291,52.034396344041035,37.49715842618951,58.320867312772386,44.98771612151344
145,2025-06-17,44.825179136924696,51.68241189956895,51.80984994001942,37.84050833382997,58.10031478122011,45.26450901791778
146,2025-06-18,44.95966457197004,51.69586493383254,51.90875252290105,38.01057662103903,57.977616989718335,45.41411287794674
