,Date,economy_avg,foreign_policy_avg,immigration_avg,inflation_avg,economy_std,foreign_policy_std,immigration_std,inflation_std,trade_tariffs_avg,trade_tariffs_std,healthcare_avg,healthcare_std,crime_avg,crime_std,economy_upper_CI,economy_lower_CI,foreign_policy_upper_CI,foreign_policy_lower_CI,immigration_upper_CI,immigration_lower_CI,inflation_upper_CI,inflation_lower_CI,trade_tariffs_upper_CI,trade_tariffs_lower_CI,healthcare_upper_CI,healthcare_lower_CI,crime_upper_CI,crime_lower_CI
10,2025-02-09,3.721314916664852,2.774737000000002,3.4364113515552868,0.867688181810697,4.520958234162221,2.0,4.723389023880871,4.239386629471847,2.4554472595742403,5.982506465159385,-10.532188273659417,5.276722469128573,13.499173549999995,2.0,8.242273150827074,-0.7996433174973694,4.774737000000002,0.7747370000000018,8.159800375436157,-1.286977672325584,5.107074811282544,-3.37169844766115,8.437953724733624,-3.5270592055851444,-5.255465804530844,-15.80891074278799,15.499173549999995,11.499173549999995
11,2025-02-10,3.7214183350784626,2.774737000000002,3.4358162028929815,0.8685370532307647,4.521282833480877,2.0,4.723062742271021,4.2395897638796525,2.4553334720768305,5.983232738744623,-10.532741496585192,5.276483159869751,13.499173549999995,2.0,8.24270116855934,-0.7998644984024139,4.774737000000002,0.7747370000000018,8.158878945164002,-1.2872465393780397,5.108126817110417,-3.371052710648888,8.438566210821453,-3.5278992666677924,-5.256258336715441,-15.809224656454944,15.499173549999995,11.499173549999995
12,2025-02-11,3.1429506979708033,2.774737000000002,3.435509339850631,-2.301622124106639,4.0090247753202535,2.0,4.722888826180961,4.85357261964109,2.4553121451614315,5.983937678639959,-10.52269017569099,4.365590382330775,9.169985726011234,4.4967569648054475,7.151975473291056,-0.8660740773494502,4.774737000000002,0.7747370000000018,8.158398166031592,-1.2873794863303303,2.5519504955344514,-7.155194743747729,8.43924982380139,-3.528625533478528,-6.1570997933602145,-14.888280558021766,13.666742690816681,4.673228761205786
13,2025-02-12,3.14365286523482,2.774737000000002,3.435527224395837,-2.2996938350708844,4.009671748188933,2.0,4.722886665691498,4.854123206187008,2.455394796475501,5.9846163025880745,-10.522304354030663,4.366185815400737,9.171851779073926,4.496685693842064,7.153324613423753,-0.8660188829541129,4.774737000000002,0.7747370000000018,8.158413890087335,-1.2873594412956613,2.554429371116124,-7.153817041257893,8.440011099063575,-3.5292215061125733,-6.156118538629926,-14.8884901694314,13.66853747291599,4.6751660852318615
14,2025-02-13,3.417908415390016,4.733871723847391,6.560295921407329,-2.2979144190187677,3.3318809384765853,0.7220672730488643,5.5825529986933935,4.854605016880677,-1.7894914326412685,5.3902738326792,-10.521461009184904,4.366856794228564,9.173520176102238,4.496621315384114,6.749789353866602,0.0860274769134306,5.455938996896255,4.011804450798526,12.142848920100722,0.9777429227139356,2.556690597861909,-7.152519435899444,3.6007824000379314,-7.179765265320468,-6.15460421495634,-14.888317803413468,13.670141491486351,4.676898860718125
15,2025-02-14,3.4185017561483177,4.734006406318841,6.560110098466758,-2.296308418707208,3.3324388162823912,0.7219093505256036,5.5825082050066435,4.855008168181879,-1.7883910931898757,5.391195875780165,-10.520105866336142,4.367610292129183,9.174960564746721,4.496565236427293,6.750940572430709,0.0860629398659265,5.455915756844444,4.012097055793237,12.142618303473402,0.9776018934601147,2.558699749474671,-7.151316586889086,3.602804782590289,-7.179586968970041,-6.1524955742069585,-14.887716158465324,13.671525801174013,4.678395328319428
16,2025-02-15,3.419236570548692,4.734263241992308,6.5608258074082535,-2.294902735005282,3.332825142934906,0.721608031259375,5.582414977988981,4.855321834886007,-1.787533856736731,5.391980324927935,-10.518179313633507,4.368453745544877,9.176139753481927,4.496518982816061,6.752061713483598,0.08641142761378617,5.455871273251684,4.012655210732933,12.143240785397236,0.9784108294192722,2.5604190998807255,-7.150224569891289,3.6044464681912043,-7.179514181664667,-6.14972556808863,-14.886633059178383,13.672658736297988,4.679620770665865
17,2025-02-16,-3.6457018945213666,-5.440950746110234,0.6602971771975463,-2.2937268549131677,8.802487520576037,7.319619356526463,7.78833593015253,4.85553414818902,-7.8498555505669,6.499661468168523,-10.515615770183516,4.369395057555344,9.177021455784594,4.496484195725371,5.1567856260546705,-12.448189415097403,1.878668610416229,-12.760570102636697,8.448633107350076,-7.128038752954984,2.561807293275852,-7.149261003102188,-1.3501940823983771,-14.349517018735423,-6.146220712628171,-14.88501082773886,13.673505651509965,4.680537260059223
18,2025-02-17,-3.6066623372829176,-4.837748051074186,-0.05488426485670628,-2.2928131113729826,7.795323195064583,6.167576823498994,6.964943735573795,4.855632077187664,-7.475210199695955,5.585817544515886,-10.512342948196103,4.370442593666203,9.177566002281633,4.496462624438119,4.188660857781665,-11.401985532347501,1.3298287724248077,-11.00532487457318,6.910059470717089,-7.0198280004305005,2.5628189658146816,-7.148445188560647,-1.8893926551800684,-13.061027744211842,-6.1419003545299,-14.882785541862306,13.674028626719753,4.681103377843514
19,2025-02-18,-3.036990767731928,-4.251096829409636,3.8155808175766275,-8.745427793785096,6.268888213037983,5.960784081573699,6.748121791364599,8.690747755366248,-8.204666043938381,5.228496498568608,-10.508280987203758,4.371605167029006,7.263009555746869,4.568284610550486,3.231897445306055,-9.305878980769911,1.7096872521640636,-10.211880910983336,10.563702608941227,-2.9325409737879715,-0.05468003841884794,-17.436175549151343,-2.976169545369773,-13.43316254250699,-6.1366758201747515,-14.879886154232764,11.831294166297354,2.6947249451963833
