end_date,dem,rep,net,dem_std,rep_std,net_std,dem_lower_ci,dem_upper_ci,rep_lower_ci,rep_upper_ci,net_lower_ci,net_upper_ci
2015-12-17,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-18,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-19,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-20,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-21,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-22,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-23,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-24,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-25,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-26,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-27,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-28,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-29,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-30,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2015-12-31,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2016-01-01,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2016-01-02,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2016-01-03,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2016-01-04,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2016-01-05,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2016-01-06,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2016-01-07,42.486385204867794,40.32090941596897,-2.1654757888988243,0,0,0,42.486385204867794,42.486385204867794,40.32090941596897,40.32090941596897,-2.1654757888988243,-2.1654757888988243
2016-01-08,43.41217855841275,39.34614442859346,-4.066034129819293,0.3835979697974234,0.40388912790860965,0.7874870977060331,42.6603265376098,44.1640305792157,38.554521737892586,40.13776711929434,-5.609508841323118,-2.5225594183154687
2016-01-09,43.41217855841275,39.346144428593455,-4.066034129819293,0.3835979697974234,0.4038891279086096,0.787487097706033,42.6603265376098,44.1640305792157,38.55452173789258,40.13776711929433,-5.609508841323118,-2.5225594183154687
2016-01-10,43.41217855841275,39.346144428593455,-4.066034129819293,0.38359796979742333,0.4038891279086096,0.7874870977060329,42.6603265376098,44.1640305792157,38.55452173789258,40.13776711929433,-5.609508841323118,-2.5225594183154687
2016-01-11,43.41217855841275,39.346144428593455,-4.066034129819293,0.38359796979742333,0.4038891279086096,0.7874870977060329,42.6603265376098,44.1640305792157,38.55452173789258,40.13776711929433,-5.609508841323118,-2.5225594183154687
2016-01-12,43.41217855841275,39.346144428593455,-4.066034129819293,0.38359796979742333,0.4038891279086096,0.7874870977060329,42.6603265376098,44.1640305792157,38.55452173789258,40.13776711929433,-5.609508841323118,-2.5225594183154687
2016-01-13,45.15424248062209,38.15948273648307,-6.994759744139019,1.6201564341289356,1.1440580669993297,2.761572726398774,41.97873586972938,48.3297490915148,35.917128925164384,40.40183654780176,-12.407442287880617,-1.5820772003974222
2016-01-14,45.154242480622095,38.15948273648308,-6.99475974413902,1.6201564341289356,1.1440580669993297,2.761572726398774,41.978735869729384,48.329749091514806,35.91712892516439,40.401836547801764,-12.407442287880617,-1.582077200397423
2016-01-15,45.15424248062209,38.15948273648307,-6.994759744139019,1.6201564341289356,1.1440580669993297,2.761572726398774,41.97873586972938,48.3297490915148,35.917128925164384,40.40183654780176,-12.407442287880617,-1.5820772003974222
2016-01-16,45.154242480622095,38.15948273648308,-6.99475974413902,1.6201564341289356,1.1440580669993297,2.761572726398774,41.978735869729384,48.329749091514806,35.91712892516439,40.401836547801764,-12.407442287880617,-1.582077200397423
2016-01-17,45.15424248062209,38.15948273648307,-6.994759744139019,1.6201564341289356,1.1440580669993297,2.761572726398774,41.97873586972938,48.3297490915148,35.917128925164384,40.40183654780176,-12.407442287880617,-1.5820772003974222
2016-01-18,44.86696406699377,37.74699008627177,-7.119973980722003,1.2550609141744449,1.0099355837821224,2.1118335817834666,42.407044675211864,47.32688345877568,35.76751634205881,39.72646383048473,-11.259167801017597,-2.9807801604264084
2016-01-19,44.86696406699377,37.74699008627177,-7.119973980722003,1.2550609141744449,1.0099355837821222,2.1118335817834666,42.407044675211864,47.32688345877568,35.76751634205881,39.72646383048473,-11.259167801017597,-2.9807801604264084
2016-01-20,44.86696406699377,37.74699008627177,-7.119973980722003,1.2550609141744449,1.0099355837821224,2.1118335817834666,42.407044675211864,47.32688345877568,35.76751634205881,39.72646383048473,-11.259167801017597,-2.9807801604264084
2016-01-21,44.86696406699377,37.74699008627177,-7.119973980722003,1.2550609141744449,1.0099355837821224,2.1118335817834666,42.407044675211864,47.32688345877568,35.76751634205881,39.72646383048473,-11.259167801017597,-2.9807801604264084
2016-01-22,44.86696406699377,37.74699008627177,-7.119973980722003,1.2550609141744449,1.0099355837821224,2.1118335817834666,42.407044675211864,47.32688345877568,35.76751634205881,39.72646383048473,-11.259167801017597,-2.9807801604264084
2016-01-23,43.03094551292088,38.36812046163427,-4.662825051286605,2.3217480938169093,1.0488513146871679,3.249338456920474,38.48031924903974,47.58157177680202,36.31237188484742,40.42386903842112,-11.031528426850734,1.7058783242775242
2016-01-24,43.03094551292087,38.36812046163427,-4.662825051286605,2.321748093816909,1.0488513146871679,3.249338456920474,38.48031924903973,47.581571776802015,36.31237188484742,40.42386903842112,-11.031528426850734,1.7058783242775242
2016-01-25,43.030945512920866,38.36812046163426,-4.662825051286605,2.321748093816909,1.0488513146871676,3.249338456920474,38.480319249039724,47.58157177680201,36.312371884847416,40.42386903842111,-11.031528426850734,1.7058783242775242
