end_date,dem,rep,net,dem_std,rep_std,net_std,dem_lower_ci,dem_upper_ci,rep_lower_ci,rep_upper_ci,net_lower_ci,net_upper_ci
2020-11-23,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-11-24,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-11-25,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-11-26,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-11-27,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-11-28,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-11-29,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-11-30,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-01,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-02,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-03,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-04,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-05,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-06,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-07,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-08,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-09,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-10,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-11,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-12,44.516898219840535,44.0963765907111,-0.42052162912943203,0,0,0,44.516898219840535,44.516898219840535,44.0963765907111,44.0963765907111,-0.42052162912943203,-0.42052162912943203
2020-12-13,46.94402523370012,46.449530375726034,-0.49449485797408826,0.9473308310356687,0.918458374029653,0.028872457006015574,45.08725680487021,48.800793662530026,44.64935196262792,48.24970878882415,-0.5510848737058788,-0.43790484224229775
2020-12-14,46.94402523370012,46.449530375726034,-0.49449485797408826,0.9473308310356687,0.9184583740296531,0.028872457006015578,45.08725680487021,48.800793662530026,44.64935196262791,48.24970878882416,-0.5510848737058788,-0.43790484224229775
2020-12-15,46.94402523370012,46.449530375726034,-0.49449485797408826,0.9473308310356687,0.9184583740296531,0.028872457006015578,45.08725680487021,48.800793662530026,44.64935196262791,48.24970878882416,-0.5510848737058788,-0.43790484224229775
