end_date,approve,disapprove,net,approve_std,disapprove_std,net_std,approve_lower_ci,approve_upper_ci,disapprove_lower_ci,disapprove_upper_ci,net_lower_ci,net_upper_ci,issue
2025-03-06,44.28118491599443,48.55190718555457,-4.270722269560137,2.7831174165717725,3.3439695423329012,3.9777885822025105,38.82627477951375,49.73609505247511,41.997726882582086,55.10608748852705,-12.067187890677058,3.525743351556783,economy
2025-03-07,44.28118491599444,48.55190718555457,-4.270722269560137,2.783117416571773,3.3439695423329012,3.9777885822025105,38.82627477951376,49.736095052475115,41.997726882582086,55.10608748852705,-12.067187890677058,3.525743351556783,economy
2025-03-08,44.28118491599444,48.551907185554576,-4.270722269560138,2.7831174165717725,3.3439695423329017,3.977788582202511,38.82627477951377,49.73609505247511,41.997726882582086,55.106087488527066,-12.067187890677058,3.525743351556783,economy
2025-03-09,44.11703498428204,48.76179720707773,-4.644762222795678,2.655465293973481,3.1967360984927202,3.8795138747606415,38.91232300809402,49.321746960470065,42.49619445403199,55.02739996012346,-12.248609417326534,2.9590849717351793,economy
2025-03-10,41.893371468013754,50.53414896531716,-8.6407774973034,3.4929406878180598,3.1593584470903533,5.585170064276365,35.04720771989036,48.73953521613715,44.341806409020066,56.72649152161425,-19.587710823285075,2.306155828678275,economy
2025-03-11,41.42912523381615,50.950134054118735,-9.521008820302583,3.1436322575600397,3.0201308223508905,5.313594983492652,35.26760600899847,47.59064445863383,45.03067764231099,56.86959046592648,-19.935654987948183,0.8936373473430148,economy
2025-03-12,42.16242476980953,50.543633469533205,-8.381208699723674,2.9974622229100456,2.6543279181981223,4.998763235162346,36.28739881290584,48.037450726713224,45.34115074986489,55.74611618920152,-18.178784640641872,1.416367241194525,economy
2025-03-13,42.16242476980953,50.543633469533205,-8.381208699723672,2.9974622229100456,2.6543279181981223,4.998763235162346,36.28739881290584,48.037450726713224,45.34115074986489,55.74611618920152,-18.178784640641872,1.4163672411945267,economy
2025-03-14,42.16242476980953,50.543633469533205,-8.381208699723672,2.9974622229100456,2.6543279181981223,4.998763235162347,36.28739881290584,48.037450726713224,45.34115074986489,55.74611618920152,-18.178784640641872,1.4163672411945285,economy
2025-03-15,42.16242476980953,50.543633469533205,-8.381208699723674,2.9974622229100456,2.6543279181981223,4.998763235162346,36.28739881290584,48.037450726713224,45.34115074986489,55.74611618920152,-18.178784640641872,1.416367241194525,economy
2025-03-16,42.102984623387556,51.203785234053164,-9.100800610665612,2.7969668966780685,2.980132715273013,4.995566956607917,36.620929505898545,47.58503974087657,45.362725112118056,57.04484535598827,-18.89211184561713,0.6905106242859045,economy
2025-03-17,42.07951978056837,51.489361868041435,-9.409842087473066,2.585045775817971,2.838828715770484,4.675973454672678,37.01283005996515,47.14620950117159,45.925257585131284,57.053466150951586,-18.574750058631516,-0.24493411631461726,economy
2025-03-18,42.243589327165346,51.46699426326754,-9.223404936102193,2.531517667490875,2.6989986285403305,4.517440497126015,37.28181469888323,47.20536395544746,46.17695695132849,56.75703157520658,-18.07758831046918,-0.3692215617352055,economy
